r,theta,phi,u_x,u_y,u_z,F_i,F_true
0.47682974,2.0708008,1.2830182,0.06724465,-0.0010410196,-0.00042481913,0.06546243,0.02772015
0.4487444,2.1320183,2.929011,0.06724465,-0.0010410196,-0.00042481913,0.053073674,0.02772015
0.556188,0.87716055,2.1043336,0.06724465,-0.0010410196,-0.00042481913,0.040059395,0.02772015
0.6358047,2.239293,-0.40082395,0.06724465,-0.0010410196,-0.00042481913,0.035967097,0.02772015
0.3602678,2.358079,2.251799,0.06724465,-0.0010410196,-0.00042481913,-0.039143562,0.02772015
0.5580146,2.0049274,0.20510644,0.06724465,-0.0010410196,-0.00042481913,0.071360044,0.02772015
0.39262295,1.7119857,-2.045201,0.06724465,-0.0010410196,-0.00042481913,0.10953209,0.02772015
0.5372095,0.9818957,-1.2872008,0.06724465,-0.0010410196,-0.00042481913,0.056989223,0.02772015
0.44275415,0.39507607,0.3663174,0.06724465,-0.0010410196,-0.00042481913,-0.10524436,0.02772015
0.70199883,2.3336682,1.2352304,0.06724465,-0.0010410196,-0.00042481913,0.027770996,0.02772015
0.6570332,1.2334646,1.8746935,0.06724465,-0.0010410196,-0.00042481913,0.08218368,0.02772015
0.45909718,0.5708066,1.300317,0.06724465,-0.0010410196,-0.00042481913,-0.048727646,0.02772015
0.37721217,0.2757214,2.709951,0.06724465,-0.0010410196,-0.00042481913,-0.18292314,0.02772015
0.5659548,1.4218385,0.3827949,0.06724465,-0.0010410196,-0.00042481913,0.102739654,0.02772015
0.61567956,2.2411022,-1.3148329,0.06724465,-0.0010410196,-0.00042481913,0.03554737,0.02772015
0.6646013,2.16485,-3.100867,0.06724465,-0.0010410196,-0.00042481913,0.0516031,0.02772015
0.36616883,1.2424308,1.0585692,0.06724465,-0.0010410196,-0.00042481913,0.08747757,0.02772015
0.50424033,1.3107712,1.5054224,0.06724465,-0.0010410196,-0.00042481913,0.102606915,0.02772015
0.37475958,1.4749157,2.9218478,0.06724465,-0.0010410196,-0.00042481913,0.11372739,0.02772015
0.66446376,1.079603,0.39905113,0.06724465,-0.0010410196,-0.00042481913,0.066021256,0.02772015
0.3226234,1.1461887,-1.894296,0.06724465,-0.0010410196,-0.00042481913,0.051192813,0.02772015
0.4090218,2.272243,-0.18882503,0.06724465,-0.0010410196,-0.00042481913,0.013160713,0.02772015
0.49406102,0.93470925,-0.2839395,0.06724465,-0.0010410196,-0.00042481913,0.04591252,0.02772015
0.61350995,2.4191597,0.275582,0.06724465,-0.0010410196,-0.00042481913,0.0052371696,0.02772015
0.430538,2.4381123,-0.87370765,0.06724465,-0.0010410196,-0.00042481913,-0.02514334,0.02772015
0.48346254,1.3344591,-2.803425,0.06724465,-0.0010410196,-0.00042481913,0.104510784,0.02772015
0.5093202,1.8810447,0.8556598,0.06724465,-0.0010410196,-0.00042481913,0.091655836,0.02772015
0.7022095,2.3611012,-2.101624,0.06724465,-0.0010410196,-0.00042481913,0.027225211,0.02772015
0.5901009,1.0015464,-2.233935,0.06724465,-0.0010410196,-0.00042481913,0.059701357,0.02772015
0.2966111,2.8122346,-2.8407435,0.07143626,0.008783982,-0.0043433644,-0.26332647,0.050747853
0.6242758,0.7842645,-1.0690058,0.07143626,0.008783982,-0.0043433644,0.030666031,0.050747853
0.52038383,1.1236271,2.1257265,0.07143626,0.008783982,-0.0043433644,0.080428794,0.050747853
0.6741267,2.1319778,1.7905483,0.07143626,0.008783982,-0.0043433644,0.049631223,0.050747853
0.46626186,0.7578972,-1.5004781,0.07143626,0.008783982,-0.0043433644,0.0029031783,0.050747853
0.6633134,1.8765923,0.32299516,0.07143626,0.008783982,-0.0043433644,0.07817514,0.050747853
0.49900264,2.8324637,0.28536078,0.07143626,0.008783982,-0.0043433644,-0.1077307,0.050747853
0.52076375,1.8218312,-2.801997,0.07143626,0.008783982,-0.0043433644,0.09450212,0.050747853
0.5321089,0.8422223,0.06754473,0.07143626,0.008783982,-0.0043433644,0.032913044,0.050747853
0.5992399,1.6561278,-1.3659482,0.07143626,0.008783982,-0.0043433644,0.09794443,0.050747853
0.30601785,0.7386147,-0.24273063,0.07143626,0.008783982,-0.0043433644,-0.080555335,0.050747853
0.36696896,1.5183377,1.2623676,0.07143626,0.008783982,-0.0043433644,0.11567968,0.050747853
0.48132655,1.4140767,-2.2140136,0.07143626,0.008783982,-0.0043433644,0.11225372,0.050747853
0.5573364,2.1944492,-2.8066752,0.07143626,0.008783982,-0.0043433644,0.040065944,0.050747853
0.6401986,0.9051276,0.50531167,0.07143626,0.008783982,-0.0043433644,0.046605997,0.050747853
0.49906236,1.2747296,-1.3362529,0.07143626,0.008783982,-0.0043433644,0.100639924,0.050747853
0.6134796,2.0709147,-1.5196553,0.07143626,0.008783982,-0.0043433644,0.057584852,0.050747853
0.53954893,2.444259,0.66596013,0.07143626,0.008783982,-0.0043433644,-0.007701449,0.050747853
0.40679315,2.3074763,2.717339,0.07143626,0.008783982,-0.0043433644,0.00097319484,0.050747853
0.3164482,1.3629156,-1.8707862,0.07143626,0.008783982,-0.0043433644,0.08689831,0.050747853
0.3258895,1.3808157,-0.36147526,0.07143626,0.008783982,-0.0043433644,0.095262215,0.050747853
0.7005683,0.82969296,1.5653632,0.07143626,0.008783982,-0.0043433644,0.038953215,0.050747853
0.5091296,1.400546,1.8334491,0.07143626,0.008783982,-0.0043433644,0.10999633,0.050747853
0.55826014,1.3088002,-2.6704307,0.07143626,0.008783982,-0.0043433644,0.09685416,0.050747853
0.51447546,1.4501665,-0.21045335,0.07143626,0.008783982,-0.0043433644,0.1112811,0.050747853
0.38872436,2.2116365,-0.06303993,0.07143626,0.008783982,-0.0043433644,0.022420615,0.050747853
0.7959899,2.1300962,0.28930697,0.07143626,0.008783982,-0.0043433644,0.061795957,0.050747853
0.77845955,0.9251759,1.9006335,0.07143626,0.008783982,-0.0043433644,0.050215863,0.050747853
0.60326815,2.1242638,2.3297877,0.07143626,0.008783982,-0.0043433644,0.050550364,0.050747853
0.5281796,0.9674668,0.7487957,0.07165033,-0.0018042848,0.0073991483,0.05254984,0.05110615
0.52426934,2.6104784,-1.5867724,0.07165033,-0.0018042848,0.0073991483,-0.037491992,0.05110615
0.47773618,0.7555892,3.0466225,0.07165033,-0.0018042848,0.0073991483,0.0011885464,0.05110615
0.23604998,2.0638902,-0.14657553,0.07165033,-0.0018042848,0.0073991483,-0.052603334,0.05110615
0.3638642,2.3578413,0.80101115,0.07165033,-0.0018042848,0.0073991483,-0.03270653,0.05110615
0.49130428,1.4819784,2.4243746,0.07165033,-0.0018042848,0.0073991483,0.113871746,0.05110615
0.5154578,0.78790873,-1.2408893,0.07165033,-0.0018042848,0.0073991483,0.01734972,0.05110615
0.3922035,1.4807953,1.3340694,0.07165033,-0.0018042848,0.0073991483,0.1153948,0.05110615
0.6349841,1.172271,0.25933465,0.07165033,-0.0018042848,0.0073991483,0.0770261,0.05110615
0.49769428,1.8625175,0.3200553,0.07165033,-0.0018042848,0.0073991483,0.09569253,0.05110615
0.560342,1.0330974,-2.9401913,0.07165033,-0.0018042848,0.0073991483,0.06301025,0.05110615
0.54850346,1.8665522,1.8457519,0.07165033,-0.0018042848,0.0073991483,0.090975046,0.05110615
0.4598655,2.683679,0.16850373,0.07165033,-0.0018042848,0.0073991483,-0.07923715,0.05110615
0.21579216,1.1536119,-1.3158199,0.07165033,-0.0018042848,0.0073991483,-0.049613535,0.05110615
0.5405401,2.0656638,-2.7910259,0.07165033,-0.0018042848,0.0073991483,0.06603526,0.05110615
0.77925324,2.2261271,-1.3651534,0.07165033,-0.0018042848,0.0073991483,0.06254705,0.05110615
0.5155353,1.9053369,-1.5300226,0.07165033,-0.0018042848,0.0073991483,0.08898415,0.05110615
0.32592106,2.4080632,2.97467,0.07165033,-0.0018042848,0.0073991483,-0.08163026,0.05110615
0.5768607,2.4468594,-0.29767096,0.07165033,-0.0018042848,0.0073991483,0.0017964095,0.05110615
0.7072875,0.9616837,1.9379612,0.07165033,-0.0018042848,0.0073991483,0.054707974,0.05110615
0.5128144,0.99471104,1.5430208,0.07165033,-0.0018042848,0.0073991483,0.056496046,0.05110615
0.5769051,1.6712936,-2.9724727,0.07165033,-0.0018042848,0.0073991483,0.10100914,0.05110615
0.49969143,2.0237155,-0.55973214,0.07165033,-0.0018042848,0.0073991483,0.07415758,0.05110615
