x,y,z,u_x,u_y,u_z,F_i,F_true
-0.1140068,0.29543048,-0.07812282,0.1372337,0.0020359105,0.0006656852,0.0025662482,-0.033352308
0.3039483,0.033190385,0.36649373,0.1372337,0.0020359105,0.0006656852,0.0018611904,-0.033352308
0.2953752,0.08697608,0.05670581,0.1372337,0.0020359105,0.0006656852,-0.022807231,-0.033352308
-0.141987,0.373191,0.13956739,0.1372337,0.0020359105,0.0006656852,0.0064413995,-0.033352308
0.3156523,0.015896961,-0.54613733,0.1372337,0.0020359105,0.0006656852,0.002335608,-0.033352308
0.1983557,-0.088124335,-0.07832717,0.1372337,0.0020359105,0.0006656852,-0.02422586,-0.033352308
-0.1024604,-0.30319446,0.19350559,0.1372337,0.0020359105,0.0006656852,0.00593785,-0.033352308
0.151463,-0.24443337,0.03714361,0.1372337,0.0020359105,0.0006656852,-0.0039492995,-0.033352308
0.1388763,-0.07351989,-0.2519564,0.1372337,0.0020359105,0.0006656852,-0.0012953915,-0.033352308
-0.1337755,0.0123150535,0.12909752,0.1372337,0.0020359105,0.0006656852,-0.023219174,-0.033352308
0.1243877,-0.41330436,0.22121155,0.1372337,0.0020359105,0.0006656852,0.0067227036,-0.033352308
-0.4169624,-0.33336133,0.09841853,0.1372337,0.0020359105,0.0006656852,-0.0018392354,-0.033352308
0.3529299,-0.3860255,0.25369155,0.1372337,0.0020359105,0.0006656852,0.003420569,-0.033352308
-0.05630289,0.15151478,0.2275477,0.1372337,0.0020359105,0.0006656852,0.0008511916,-0.033352308
-0.1306262,0.47785527,-0.25346202,0.1372337,0.0020359105,0.0006656852,0.007910352,-0.033352308
0.4368663,-0.11962534,-0.14483485,0.1372337,0.0020359105,0.0006656852,-0.010554813,-0.033352308
-0.1002965,-0.23941137,-0.15091355,0.1194967,0.0053189886,0.0037941649,0.0011981577,-0.059263103
-0.464348,-0.16822445,-0.21576887,0.1194967,0.0053189886,0.0037941649,-0.006884331,-0.059263103
0.06987208,-0.07705334,-0.37014186,0.1194967,0.0053189886,0.0037941649,0.0072126836,-0.059263103
0.3018283,0.14874563,0.078638606,0.1194967,0.0053189886,0.0037941649,-0.01518826,-0.059263103
0.2867731,-0.5249748,0.07658073,0.1194967,0.0053189886,0.0037941649,0.004531838,-0.059263103
0.1403283,-0.15885088,0.44282302,0.1194967,0.0053189886,0.0037941649,0.0068810303,-0.059263103
-0.4467132,-0.5797273,0.0056994557,0.1194967,0.0053189886,0.0037941649,0.0014015734,-0.059263103
0.4768121,0.26414943,0.5197654,0.1194967,0.0053189886,0.0037941649,0.0048717503,-0.059263103
-0.04291995,0.09185874,-0.35020638,0.1194967,0.0053189886,0.0037941649,0.0054422747,-0.059263103
0.05940151,0.08641592,0.46690205,0.1194967,0.0053189886,0.0037941649,0.008016452,-0.059263103
-0.492228,-0.17904721,0.18631704,0.1194967,0.0053189886,0.0037941649,-0.006536303,-0.059263103
-0.3156697,-0.21555778,-0.42082575,0.1194967,0.0053189886,0.0037941649,0.0031990912,-0.059263103
0.3119967,-0.106314674,-0.39388654,0.1194967,0.0053189886,0.0037941649,0.002318658,-0.059263103
-0.1141848,-0.41594136,-0.26558742,0.1194967,0.0053189886,0.0037941649,0.008613039,-0.059263103
0.3615348,-0.31103384,0.3886784,0.1194967,0.0053189886,0.0037941649,0.0042690113,-0.059263103
0.1798679,0.12561852,0.22098273,0.1194967,0.0053189886,0.0037941649,-0.0040779654,-0.059263103
-0.1495088,0.034729704,-0.10120529,0.1194967,0.0053189886,0.0037941649,-0.027204685,-0.059263103
0.3852032,0.111745,0.628631,0.1194967,0.0053189886,0.0037941649,0.0033772998,-0.059263103
0.3627992,0.17451291,-0.3606443,0.1194967,0.0053189886,0.0037941649,0.0019743294,-0.059263103
0.1679818,0.00060239993,-0.058575507,0.1194967,0.0053189886,0.0037941649,-0.036618896,-0.059263103
-0.4488363,0.23892187,-0.29778543,0.1194967,0.0053189886,0.0037941649,-0.0016589612,-0.059263103
0.4088813,-0.28556794,-0.03767681,0.1194967,0.0053189886,0.0037941649,-0.0055757686,-0.059263103
-0.1804571,-0.405208,0.10323207,0.1194967,0.0053189886,0.0037941649,0.004472453,-0.059263103
-0.1196355,0.0034491867,-0.47643232,0.1194967,0.0053189886,0.0037941649,0.006610848,-0.059263103
-0.4578178,0.2981288,0.010716103,0.1194967,0.0053189886,0.0037941649,-0.0051929876,-0.059263103
0.340115,0.025394097,0.41897112,0.1194967,0.0053189886,0.0037941649,0.0026289616,-0.059263103
-0.1074607,-0.10537558,0.16021031,0.1194967,0.0053189886,0.0037941649,-0.010970835,-0.059263103
0.2659932,0.24078292,0.38421455,0.1194967,0.0053189886,0.0037941649,0.0036758976,-0.059263103
0.1839611,0.6320854,-0.18551902,0.1194967,0.0053189886,0.0037941649,0.004461186,-0.059263103
0.01457537,-0.22335882,0.35579947,0.1105952,0.0018050931,-0.007841387,0.007574493,0.00768782
0.1721874,0.22412741,0.48885298,0.1105952,0.0018050931,-0.007841387,0.0063129775,0.00768782
0.308408,0.29890576,-0.03017176,0.1105952,0.0018050931,-0.007841387,-0.004118152,0.00768782
0.09357052,-0.047518358,-0.3946518,0.1105952,0.0018050931,-0.007841387,0.0076122843,0.00768782
-0.1961017,0.0098692775,0.15894711,0.1105952,0.0018050931,-0.007841387,-0.019953068,0.00768782
-0.2856674,0.45265782,-0.26957437,0.1105952,0.0018050931,-0.007841387,0.0057098046,0.00768782
0.227812,0.3370243,0.19586317,0.1105952,0.0018050931,-0.007841387,0.0038831364,0.00768782
0.322236,-0.2539982,-0.1392946,0.1105952,0.0018050931,-0.007841387,-0.0034345686,0.00768782
-0.01589218,0.1687709,-0.42939854,0.1105952,0.0018050931,-0.007841387,0.007842881,0.00768782
-0.2552648,-0.42921114,0.007966757,0.1105952,0.0018050931,-0.007841387,0.0024592783,0.00768782
-0.01481354,-0.45575148,0.114889875,0.1105952,0.0018050931,-0.007841387,0.0076310486,0.00768782
-0.271359,0.26930124,0.16961701,0.1105952,0.0018050931,-0.007841387,-0.0015625432,0.00768782
0.4487887,0.055932354,-0.19265972,0.1105952,0.0018050931,-0.007841387,-0.01095837,0.00768782
-0.04633941,0.15775524,0.03201188,0.1105952,0.0018050931,-0.007841387,-0.016253252,0.00768782
0.123604,-0.35127327,0.060372323,0.1105952,0.0018050931,-0.007841387,0.0044089854,0.00768782
0.408808,-0.482811,-0.12387142,0.1105952,0.0018050931,-0.007841387,0.0024175197,0.00768782
0.04094806,0.2853879,0.39814404,0.1105952,0.0018050931,-0.007841387,0.0078312345,0.00768782
0.4341325,0.607846,-0.18317117,0.1105952,0.0018050931,-0.007841387,0.0023194216,0.00768782
0.3165082,-0.28513423,0.24466036,0.1105952,0.0018050931,-0.007841387,0.002071932,0.00768782
-0.3202992,-0.16684064,0.20592383,0.1105952,0.0018050931,-0.007841387,-0.00684792,0.00768782
0.445382,0.39085177,-0.2330837,0.1105952,0.0018050931,-0.007841387,0.0012592189,0.00768782
0.255006,-0.49720657,-0.06302376,0.1105952,0.0018050931,-0.007841387,0.0054269433,0.00768782
-0.1678913,-0.37262303,0.25803018,0.1105952,0.0018050931,-0.007841387,0.006043317,0.00768782
-0.1691656,0.57070553,-0.23724873,0.1105952,0.0018050931,-0.007841387,0.006815627,0.00768782
0.3492578,-0.09858454,-0.3272546,0.1105952,0.0018050931,-0.007841387,-0.0008299127,0.00768782
-0.4805732,-0.25008294,-0.5097298,0.1105952,0.0018050931,-0.007841387,0.0019574203,0.00768782
-0.01734446,-0.15146574,-0.06839801,0.1105952,0.0018050931,-0.007841387,-0.014950141,0.00768782
-0.2549905,0.11608282,0.4546622,0.1105952,0.0018050931,-0.007841387,0.0037490502,0.00768782
-0.1605581,-0.2739637,-0.40107316,0.1105952,0.0018050931,-0.007841387,0.006176371,0.00768782
-0.2062722,-0.32021526,-0.06707071,0.1138641,-0.0005541997,-0.00458634,0.0008793939,-0.012011187
0.1031998,0.06344007,0.32152537,0.1138641,-0.0005541997,-0.00458634,0.0046687666,-0.012011187
0.1321819,0.011599377,-0.2911455,0.1138641,-0.0005541997,-0.00458634,0.0016659871,-0.012011187
-0.2421891,0.033881553,0.10914379,0.1138641,-0.0005541997,-0.00458634,-0.0270786,-0.012011187
-0.1740079,0.1644912,0.43879408,0.1138641,-0.0005541997,-0.00458634,0.0054750443,-0.012011187
-0.4595241,-0.0068301186,-0.13865165,0.1138641,-0.0005541997,-0.00458634,-0.01250241,-0.012011187
0.4197907,-0.090121105,-0.46429047,0.1138641,-0.0005541997,-0.00458634,0.0021878555,-0.012011187
0.3753483,0.069469854,0.37761688,0.1138641,-0.0005541997,-0.00458634,0.000933066,-0.012011187
0.1230439,-0.11724709,-0.48175868,0.1138641,-0.0005541997,-0.00458634,0.008225683,-0.012011187
-0.03359,-0.5034506,0.102071375,0.1138641,-0.0005541997,-0.00458634,0.007949844,-0.012011187
-0.3056628,0.40057704,0.13354358,0.1138641,-0.0005541997,-0.00458634,0.0029012486,-0.012011187
0.3016863,0.07977317,-0.22089791,0.1138641,-0.0005541997,-0.00458634,-0.008443212,-0.012011187
-0.2133964,0.30019274,-0.15881386,0.1138641,-0.0005541997,-0.00458634,0.002557367,-0.012011187
0.0440933,-0.15928192,-0.06705599,0.1138641,-0.0005541997,-0.00458634,-0.013015546,-0.012011187
-0.3297301,-0.044105083,0.39101285,0.1138641,-0.0005541997,-0.00458634,0.0006034225,-0.012011187
-0.2423137,-0.03392367,-0.23834085,0.1138641,-0.0005541997,-0.00458634,-0.0057964996,-0.012011187
-0.2468448,-0.29456705,0.11723027,0.1138641,-0.0005541997,-0.00458634,-0.002013797,-0.012011187
0.185453,-0.4156701,0.2604581,0.1138641,-0.0005541997,-0.00458634,0.0055039525,-0.012011187
0.3307062,0.16358586,0.5568372,0.1138641,-0.0005541997,-0.00458634,0.0042791106,-0.012011187
-0.02071071,-0.35672054,-0.116253525,0.1138641,-0.0005541997,-0.00458634,0.0080157295,-0.012011187
-0.01436872,0.24303135,0.13029432,0.1138641,-0.0005541997,-0.00458634,0.0015796982,-0.012011187
-0.1021512,-0.27351135,-0.4408538,0.1138641,-0.0005541997,-0.00458634,0.0072743483,-0.012011187
0.1413764,0.44096687,0.069533125,0.1138641,-0.0005541997,-0.00458634,0.007093858,-0.012011187
-0.0249402,0.6131817,-0.0917507,0.1138641,-0.0005541997,-0.00458634,0.0062670074,-0.012011187
0.04887647,-0.13592184,0.23957112,0.1138641,-0.0005541997,-0.00458634,0.0009550266,-0.012011187
-0.1680824,0.48648864,0.114295535,0.1138641,-0.0005541997,-0.00458634,0.0075081065,-0.012011187
0.3447333,-0.2998256,-0.126825,0.1138641,-0.0005541997,-0.00458634,-0.0018658042,-0.012011187
0.232644,0.34991795,-0.2799139,0.1138641,-0.0005541997,-0.00458634,0.0050391294,-0.012011187
0.3264571,-0.054700255,0.040869623,0.1138641,-0.0005541997,-0.00458634,-0.027274491,-0.012011187
-0.3308464,-0.054849803,0.5624924,0.1330594,0.013043741,0.0037347898,0.0050218552,-0.008230189
-0.01131271,0.3698346,-0.13784288,0.1330594,0.013043741,0.0037347898,0.007748857,-0.008230189
0.2844403,0.06306223,-0.19839582,0.1330594,0.013043741,0.0037347898,-0.010967018,-0.008230189
-0.2764916,-0.34908155,0.3613412,0.1330594,0.013043741,0.0037347898,0.0040222313,-0.008230189
-0.2298077,-0.52439773,-0.23173109,0.1330594,0.013043741,0.0037347898,0.0061013624,-0.008230189
-0.4941515,-0.08514328,-0.3218077,0.1330594,0.013043741,0.0037347898,-0.0033994615,-0.008230189
-0.06143314,-0.18359122,-0.31508484,0.1330594,0.013043741,0.0037347898,0.0059309416,-0.008230189
0.4227876,-0.39541742,-0.0058669,0.1330594,0.013043741,0.0037347898,-0.0008915886,-0.008230189
0.2066754,0.00020670891,0.30147782,0.1330594,0.013043741,0.0037347898,0.0004765056,-0.008230189
-0.1738496,-0.41589758,0.18936348,0.1330594,0.013043741,0.0037347898,0.006012723,-0.008230189
-0.1826678,0.08629064,-0.13722742,0.1330594,0.013043741,0.0037347898,-0.0153214075,-0.008230189
0.1507537,0.09164757,-0.29473776,0.1330594,0.013043741,0.0037347898,0.0022558458,-0.008230189
-0.03034001,-0.1921669,0.15390977,0.1330594,0.013043741,0.0037347898,-0.0012967438,-0.008230189
-0.09078251,-0.21481344,0.33749497,0.1330594,0.013043741,0.0037347898,0.005420992,-0.008230189
0.4340427,-0.14108486,0.42837325,0.1330594,0.013043741,0.0037347898,0.00069964863,-0.008230189
0.4721851,0.38015854,-0.06165289,0.1330594,0.013043741,0.0037347898,-0.00032757968,-0.008230189
0.07006541,-0.13761559,0.27647203,0.1330594,0.013043741,0.0037347898,0.002978988,-0.008230189
0.1723064,-0.102931276,-0.3856256,0.1330594,0.013043741,0.0037347898,0.0058884956,-0.008230189
-0.3815465,0.00929076,-0.0035702712,0.1330594,0.013043741,0.0037347898,-0.023204442,-0.008230189
-0.4524931,0.5484,0.0056768656,0.1330594,0.013043741,0.0037347898,0.002742663,-0.008230189
-0.2551507,-0.1443605,-0.22418472,0.1330594,0.013043741,0.0037347898,-0.0053834356,-0.008230189
-0.1887162,-0.4644676,-0.080114484,0.1330594,0.013043741,0.0037347898,0.0059238393,-0.008230189
0.4182452,0.10690754,0.26634198,0.1330594,0.013043741,0.0037347898,-0.0035107303,-0.008230189
-0.3126679,-0.1772917,0.21137118,0.1330594,0.013043741,0.0037347898,-0.0050146487,-0.008230189
-0.3076411,-0.18718381,-0.0034420937,0.1330594,0.013043741,0.0037347898,-0.013653265,-0.008230189
-0.3643457,-0.591616,-0.11115655,0.1330594,0.013043741,0.0037347898,0.0023606047,-0.008230189
-0.4846143,-0.34994683,0.2020569,0.1330594,0.013043741,0.0037347898,0.00085096806,-0.008230189
0.2890223,0.37920436,-0.24102303,0.1330594,0.013043741,0.0037347898,0.0042073,-0.008230189
-0.04170131,0.17905395,-0.5519755,0.1330594,0.013043741,0.0037347898,0.0073576113,-0.008230189
0.1561109,0.17977646,-0.48492345,0.1351063,-0.00018350093,0.002749571,0.0077616796,-0.064433195
-0.05377174,-0.19557886,0.065410875,0.1351063,-0.00018350093,0.002749571,-0.0074432697,-0.064433195
-0.1133936,0.13039131,0.019110192,0.1351063,-0.00018350093,0.002749571,-0.02243127,-0.064433195
0.467737,0.30945972,-0.18461043,0.1351063,-0.00018350093,0.002749571,-0.0006345585,-0.064433195
-0.25571,0.295587,0.2045567,0.1351063,-0.00018350093,0.002749571,0.0016899258,-0.064433195
-0.09866911,-0.49411088,-0.09312618,0.1351063,-0.00018350093,0.002749571,0.007684298,-0.064433195
-0.4226321,0.056544997,-0.12578118,0.1351063,-0.00018350093,0.002749571,-0.01342549,-0.064433195
-0.001468992,-0.22662811,-0.09400342,0.1351063,-0.00018350093,0.002749571,-0.00093282014,-0.064433195
0.2586661,-0.15225834,-0.33736518,0.1351063,-0.00018350093,0.002749571,0.0022002757,-0.064433195
0.2854092,-0.5534415,-0.24556625,0.1351063,-0.00018350093,0.002749571,0.0051514134,-0.064433195
-0.4408119,-0.23720464,0.13490191,0.1351063,-0.00018350093,0.002749571,-0.005214356,-0.064433195
-0.4907859,0.35162959,-0.12665662,0.1351063,-0.00018350093,0.002749571,-0.0024644136,-0.064433195
-0.2687343,-0.15946364,-0.35726768,0.1351063,-0.00018350093,0.002749571,0.0025523342,-0.064433195
-0.3103697,-0.17737731,-0.03136494,0.1351063,-0.00018350093,0.002749571,-0.013627108,-0.064433195
0.4735778,-0.33148488,-0.31054685,0.1351063,-0.00018350093,0.002749571,0.00078909844,-0.064433195
0.307792,0.01645483,0.3693298,0.1351063,-0.00018350093,0.002749571,0.0018541962,-0.064433195
0.03528112,-0.4030765,0.2622312,0.1351063,-0.00018350093,0.002749571,0.00846323,-0.064433195
0.06727369,-0.28730208,-0.2522588,0.1351063,-0.00018350093,0.002749571,0.007411927,-0.064433195
-0.3978644,0.14320543,-0.38962588,0.1351063,-0.00018350093,0.002749571,0.0006074067,-0.064433195
0.3605918,0.19523412,0.17451385,0.1351063,-0.00018350093,0.002749571,-0.005988423,-0.064433195
-0.4849574,-0.38616446,0.09486493,0.1351063,-0.00018350093,0.002749571,-0.0004258789,-0.064433195
-0.312452,0.4174351,0.033826068,0.1351063,-0.00018350093,0.002749571,0.0021580756,-0.064433195
0.3600199,-0.1764084,0.2563523,0.1351063,-0.00018350093,0.002749571,-0.0029124692,-0.064433195
-0.4462112,-0.32603556,-0.31350294,0.1351063,-0.00018350093,0.002749571,0.0010603182,-0.064433195
-0.1568726,0.33876833,0.014118552,0.1351063,-0.00018350093,0.002749571,0.002412945,-0.064433195
0.4117355,0.103933096,0.04464121,0.1351063,-0.00018350093,0.002749571,-0.016090067,-0.064433195
0.248809,0.0010717083,0.039157573,0.1351063,-0.00018350093,0.002749571,-0.03263618,-0.064433195
0.4450912,0.12739281,-0.55194014,0.1351063,-0.00018350093,0.002749571,0.00021311268,-0.064433195
0.2773762,-0.26982775,-0.08810759,0.1351063,-0.00018350093,0.002749571,-0.0032495782,-0.064433195
0.4071096,0.13702253,-0.09863723,0.133111,0.00020858902,-0.0015461354,-0.014414055,0.005663408
0.01335361,-0.21767272,0.228145,0.133111,0.00020858902,-0.0015461354,0.006048385,0.005663408
-0.1745703,0.5046295,0.13172677,0.133111,0.00020858902,-0.0015461354,0.007882737,0.005663408
-0.4763727,0.020802967,0.2507996,0.133111,0.00020858902,-0.0015461354,-0.006332133,0.005663408
-0.4537367,-0.03214571,0.4370212,0.133111,0.00020858902,-0.0015461354,0.0008947626,0.005663408
0.3631129,-0.09027736,0.58207,0.133111,0.00020858902,-0.0015461354,0.0029563755,0.005663408
-0.003267949,-0.074283764,0.3927373,0.133111,0.00020858902,-0.0015461354,0.0076578576,0.005663408
0.3422142,0.4435382,0.13743949,0.133111,0.00020858902,-0.0015461354,0.003312314,0.005663408
0.3433967,0.26626125,0.00044140965,0.133111,0.00020858902,-0.0015461354,-0.0063597336,0.005663408
0.05954922,0.16829148,0.19167642,0.133111,0.00020858902,-0.0015461354,-0.00093043037,0.005663408
0.2035306,-0.04546605,0.47627288,0.133111,0.00020858902,-0.0015461354,0.00615116,0.005663408
-0.189195,-0.4008138,0.26533413,0.133111,0.00020858902,-0.0015461354,0.00637071,0.005663408
0.3107211,-0.14432007,0.22984248,0.133111,0.00020858902,-0.0015461354,-0.006140858,0.005663408
0.1034322,-0.22234783,-0.05597616,0.133111,0.00020858902,-0.0015461354,-0.0043706372,0.005663408
0.1631207,0.6454912,0.20103371,0.133111,0.00020858902,-0.0015461354,0.0078008138,0.005663408
0.3006428,0.02984216,0.33747593,0.133111,0.00020858902,-0.0015461354,0.0003140755,0.005663408
0.1752495,-0.51658154,-0.2597059,0.133111,0.00020858902,-0.0015461354,0.0066682696,0.005663408
-0.2405361,0.072890654,-0.14812028,0.133111,0.00020858902,-0.0015461354,-0.015080007,0.005663408
-0.2427888,-0.10379815,0.36130148,0.133111,0.00020858902,-0.0015461354,0.0017326381,0.005663408
0.4679327,0.40204555,-0.014658093,0.133111,0.00020858902,-0.0015461354,-0.00044236332,0.005663408
0.3634183,-0.28930718,0.4520329,0.133111,0.00020858902,-0.0015461354,0.0043456703,0.005663408
-0.2008475,-0.1147753,-0.14124742,0.133111,0.00020858902,-0.0015461354,-0.014577182,0.005663408
0.148706,-0.108348176,0.32339603,0.133111,0.00020858902,-0.0015461354,0.0034777913,0.005663408
-0.4219724,-0.46931502,-0.092433274,0.133111,0.00020858902,-0.0015461354,0.0005841106,0.005663408
-0.4658791,0.22200271,-0.2676176,0.133111,0.00020858902,-0.0015461354,-0.0025614575,0.005663408
0.4979217,-0.034717433,-0.31034654,0.133111,0.00020858902,-0.0015461354,-0.0024772733,0.005663408
0.1995319,0.088683784,-0.3773148,0.133111,0.00020858902,-0.0015461354,0.004942365,0.005663408
-0.1044205,0.317995,0.2858901,0.133111,0.00020858902,-0.0015461354,0.0064461045,0.005663408
